sample_id	taxon_id	reads
SRR10484432	1860122	24
SRR10484437	1860122	61
SRR10484443	1860122	36
SRR10484448	1860122	97
SRR10484454	1860122	10
SRR10484459	1860122	33
SRR10484371	927	27
SRR10484376	927	45
SRR10484377	927	81
SRR10484382	927	52
SRR10484388	927	10
SRR10484393	927	11
SRR10484399	927	2
SRR10484404	927	12
SRR10484410	927	19
SRR10484415	927	19
SRR10484421	927	27
SRR10484426	927	9
SRR10484431	927	2
SRR10484432	927	4
SRR10484437	927	0
SRR10484443	927	26
SRR10484448	927	7
SRR10484454	927	7
SRR10484459	927	4
SRR10484371	437505	19
SRR10484376	437505	2
SRR10484377	437505	20
SRR10484382	437505	47
SRR10484388	437505	35
SRR10484393	437505	15
SRR10484399	437505	1
SRR10484404	437505	41
SRR10484410	437505	16
SRR10484415	437505	5
SRR10484421	437505	35
SRR10484426	437505	2
SRR10484431	437505	1
SRR10484432	437505	2
SRR10484437	437505	0
SRR10484443	437505	20
SRR10484448	437505	19
SRR10484454	437505	3
SRR10484459	437505	13
SRR10484371	1579979	14
SRR10484376	1579979	58
SRR10484377	1579979	187
SRR10484382	1579979	47
SRR10484388	1579979	2
SRR10484393	1579979	19
SRR10484399	1579979	2
SRR10484404	1579979	4
SRR10484410	1579979	5
SRR10484415	1579979	44
SRR10484421	1579979	13
SRR10484426	1579979	53
SRR10484431	1579979	30
SRR10484432	1579979	0
SRR10484437	1579979	16
SRR10484443	1579979	17
SRR10484448	1579979	70
SRR10484454	1579979	4
SRR10484459	1579979	27
SRR10484371	1548547	8
SRR10484376	1548547	22
SRR10484377	1548547	23
SRR10484382	1548547	32
SRR10484388	1548547	9
SRR10484393	1548547	14
SRR10484399	1548547	0
SRR10484404	1548547	16
SRR10484410	1548547	16
SRR10484415	1548547	16
SRR10484421	1548547	27
SRR10484426	1548547	52
SRR10484431	1548547	0
SRR10484432	1548547	1
SRR10484437	1548547	3
SRR10484443	1548547	26
SRR10484448	1548547	84
SRR10484454	1548547	5
SRR10484459	1548547	22
SRR10484371	1987723	78
SRR10484376	1987723	2
SRR10484377	1987723	11
SRR10484382	1987723	24
SRR10484388	1987723	10
SRR10484393	1987723	5
SRR10484399	1987723	4
SRR10484404	1987723	33
SRR10484410	1987723	16
SRR10484415	1987723	15
SRR10484421	1987723	12
SRR10484426	1987723	0
SRR10484431	1987723	11
SRR10484432	1987723	0
SRR10484437	1987723	0
SRR10484443	1987723	39
SRR10484448	1987723	17
SRR10484454	1987723	1
SRR10484459	1987723	32
SRR10484371	155077	59
SRR10484376	155077	46
SRR10484377	155077	31
SRR10484382	155077	21
SRR10484388	155077	24
SRR10484393	155077	10
SRR10484399	155077	8
SRR10484404	155077	53
SRR10484410	155077	12
SRR10484415	155077	14
SRR10484421	155077	20
SRR10484426	155077	12
SRR10484431	155077	1
SRR10484432	155077	6
SRR10484437	155077	0
SRR10484443	155077	39
SRR10484448	155077	71
SRR10484454	155077	4
SRR10484459	155077	13
SRR10484371	1945512	6
SRR10484376	1945512	24
SRR10484377	1945512	178
SRR10484382	1945512	5
SRR10484388	1945512	4
SRR10484393	1945512	1
SRR10484399	1945512	1
SRR10484404	1945512	17
SRR10484410	1945512	5
SRR10484415	1945512	13
SRR10484421	1945512	9
SRR10484426	1945512	3
SRR10484431	1945512	20
SRR10484432	1945512	10
SRR10484437	1945512	1
SRR10484443	1945512	41
SRR10484448	1945512	6
SRR10484454	1945512	6
SRR10484459	1945512	4
SRR10484371	447471	56
SRR10484376	447471	45
SRR10484377	447471	32
SRR10484382	447471	234
SRR10484388	447471	16
SRR10484393	447471	27
SRR10484399	447471	9
SRR10484404	447471	14
SRR10484410	447471	8
SRR10484415	447471	16
SRR10484421	447471	19
SRR10484426	447471	24
SRR10484431	447471	11
SRR10484432	447471	2
SRR10484437	447471	6
SRR10484443	447471	54
SRR10484448	447471	14
SRR10484454	447471	13
SRR10484459	447471	35
SRR10484371	1737490	40
SRR10484376	1737490	0
SRR10484377	1737490	19
SRR10484382	1737490	6
SRR10484388	1737490	0
SRR10484393	1737490	1
SRR10484399	1737490	7
SRR10484404	1737490	3
SRR10484410	1737490	12
SRR10484415	1737490	7
SRR10484421	1737490	5
SRR10484426	1737490	0
SRR10484431	1737490	0
SRR10484432	1737490	0
SRR10484437	1737490	1
SRR10484443	1737490	9
SRR10484448	1737490	1
SRR10484454	1737490	0
SRR10484459	1737490	9
SRR10484371	86304	33
SRR10484376	86304	5
SRR10484377	86304	12
SRR10484382	86304	16
SRR10484388	86304	13
SRR10484393	86304	8
SRR10484399	86304	9
SRR10484404	86304	18
SRR10484410	86304	3
SRR10484415	86304	9
SRR10484421	86304	11
SRR10484426	86304	12
SRR10484431	86304	4
SRR10484432	86304	9
SRR10484437	86304	3
SRR10484443	86304	16
SRR10484448	86304	13
SRR10484454	86304	4
SRR10484459	86304	34
SRR10484371	2426	27
SRR10484376	2426	1
SRR10484377	2426	18
SRR10484382	2426	18
SRR10484388	2426	0
SRR10484393	2426	6
SRR10484399	2426	1
SRR10484404	2426	7
SRR10484410	2426	2
SRR10484415	2426	7
SRR10484421	2426	3
SRR10484426	2426	1
SRR10484431	2426	5
SRR10484432	2426	16
SRR10484437	2426	10
SRR10484443	2426	12
SRR10484448	2426	6
SRR10484454	2426	4
SRR10484459	2426	39
SRR10484371	359370	90
SRR10484376	359370	18
SRR10484377	359370	88
SRR10484382	359370	36
SRR10484388	359370	5
SRR10484393	359370	24
SRR10484399	359370	11
SRR10484404	359370	25
SRR10484410	359370	12
SRR10484415	359370	21
SRR10484421	359370	27
SRR10484426	359370	45
SRR10484431	359370	10
SRR10484432	359370	27
SRR10484437	359370	5
SRR10484443	359370	29
SRR10484448	359370	16
SRR10484454	359370	7
SRR10484459	359370	19
SRR10484371	252514	59
SRR10484376	252514	15
SRR10484377	252514	11
SRR10484382	252514	22
SRR10484388	252514	46
SRR10484393	252514	24
SRR10484399	252514	10
SRR10484404	252514	31
SRR10484410	252514	19
SRR10484415	252514	10
SRR10484421	252514	41
SRR10484426	252514	25
SRR10484431	252514	5
SRR10484432	252514	9
SRR10484437	252514	3
SRR10484443	252514	79
SRR10484448	252514	27
SRR10484454	252514	7
SRR10484459	252514	54
SRR10484371	260552	25
SRR10484376	260552	40
SRR10484377	260552	24
SRR10484382	260552	85
SRR10484388	260552	14
SRR10484393	260552	15
SRR10484399	260552	2
SRR10484404	260552	24
SRR10484410	260552	12
SRR10484415	260552	25
SRR10484421	260552	30
SRR10484426	260552	0
SRR10484431	260552	2
SRR10484432	260552	9
SRR10484437	260552	1
SRR10484443	260552	53
SRR10484448	260552	9
SRR10484454	260552	3
SRR10484459	260552	62
SRR10484371	1769779	13
SRR10484376	1769779	8
SRR10484377	1769779	22
SRR10484382	1769779	40
SRR10484388	1769779	0
SRR10484393	1769779	6
SRR10484399	1769779	3
SRR10484404	1769779	57
SRR10484410	1769779	24
SRR10484415	1769779	21
SRR10484421	1769779	52
SRR10484426	1769779	10
SRR10484431	1769779	4
SRR10484432	1769779	6
SRR10484437	1769779	3
SRR10484443	1769779	11
SRR10484448	1769779	36
SRR10484454	1769779	4
SRR10484459	1769779	44
SRR10484371	930806	58
SRR10484376	930806	8
SRR10484377	930806	38
SRR10484382	930806	151
SRR10484388	930806	22
SRR10484393	930806	34
SRR10484399	930806	5
SRR10484404	930806	50
SRR10484410	930806	26
SRR10484415	930806	15
SRR10484421	930806	32
SRR10484426	930806	3
SRR10484431	930806	8
SRR10484432	930806	2
SRR10484437	930806	61
SRR10484443	930806	48
SRR10484448	930806	20
SRR10484454	930806	5
SRR10484459	930806	7
SRR10484371	930805	31
SRR10484376	930805	2
SRR10484377	930805	52
SRR10484382	930805	28
SRR10484388	930805	12
SRR10484393	930805	8
SRR10484399	930805	0
SRR10484404	930805	5
SRR10484410	930805	13
SRR10484415	930805	26
SRR10484421	930805	8
SRR10484426	930805	4
SRR10484431	930805	1
SRR10484432	930805	3
SRR10484437	930805	1
SRR10484443	930805	37
SRR10484448	930805	18
SRR10484454	930805	1
SRR10484459	930805	95
SRR10484371	393662	39
SRR10484376	393662	4
SRR10484377	393662	60
SRR10484382	393662	35
SRR10484388	393662	0
SRR10484393	393662	7
SRR10484399	393662	11
SRR10484404	393662	6
SRR10484410	393662	4
SRR10484415	393662	14
SRR10484421	393662	5
SRR10484426	393662	3
SRR10484431	393662	13
SRR10484432	393662	17
SRR10484437	393662	2
SRR10484443	393662	20
SRR10484448	393662	4
SRR10484454	393662	6
SRR10484459	393662	11
SRR10484371	1470434	31
SRR10484376	1470434	0
SRR10484377	1470434	23
SRR10484382	1470434	71
SRR10484388	1470434	0
SRR10484393	1470434	7
SRR10484399	1470434	2
SRR10484404	1470434	10
SRR10484410	1470434	9
SRR10484415	1470434	10
SRR10484421	1470434	12
SRR10484426	1470434	1
SRR10484431	1470434	17
SRR10484432	1470434	7
SRR10484437	1470434	0
SRR10484443	1470434	9
SRR10484448	1470434	10
SRR10484454	1470434	1
SRR10484459	1470434	14
SRR10484371	1620392	22
SRR10484376	1620392	4
SRR10484377	1620392	9
SRR10484382	1620392	11
SRR10484388	1620392	4
SRR10484393	1620392	4
SRR10484399	1620392	1
SRR10484404	1620392	17
SRR10484410	1620392	2
SRR10484415	1620392	2
SRR10484421	1620392	0
SRR10484426	1620392	0
SRR10484431	1620392	2
SRR10484432	1620392	1
SRR10484437	1620392	0
SRR10484443	1620392	4
SRR10484448	1620392	9
SRR10484454	1620392	3
SRR10484459	1620392	1
SRR10484371	716816	9
SRR10484376	716816	22
SRR10484377	716816	11
SRR10484382	716816	10
SRR10484388	716816	4
SRR10484393	716816	2
SRR10484399	716816	1
SRR10484404	716816	23
SRR10484410	716816	5
SRR10484415	716816	8
SRR10484421	716816	0
SRR10484426	716816	0
SRR10484431	716816	1
SRR10484432	716816	22
SRR10484437	716816	0
SRR10484443	716816	3
SRR10484448	716816	6
SRR10484454	716816	1
SRR10484459	716816	25
SRR10484371	34064	51
SRR10484376	34064	0
SRR10484377	34064	5
SRR10484382	34064	0
SRR10484388	34064	0
SRR10484393	34064	5
SRR10484399	34064	2
SRR10484404	34064	5
SRR10484410	34064	9
SRR10484415	34064	11
SRR10484421	34064	46
SRR10484426	34064	0
SRR10484431	34064	1
SRR10484432	34064	0
SRR10484437	34064	0
SRR10484443	34064	25
SRR10484448	34064	4
SRR10484454	34064	0
SRR10484459	34064	19
SRR10484371	262	67
SRR10484376	262	8
SRR10484377	262	88
SRR10484382	262	24
SRR10484388	262	8
SRR10484393	262	23
SRR10484399	262	3
SRR10484404	262	9
SRR10484410	262	12
SRR10484415	262	49
SRR10484421	262	65
SRR10484426	262	0
SRR10484431	262	13
SRR10484432	262	1
SRR10484437	262	9
SRR10484443	262	53
SRR10484448	262	23
SRR10484454	262	5
SRR10484459	262	24
SRR10484371	2007306	56
SRR10484376	2007306	46
SRR10484377	2007306	12
SRR10484382	2007306	14
SRR10484388	2007306	18
SRR10484393	2007306	6
SRR10484399	2007306	7
SRR10484404	2007306	2
SRR10484410	2007306	10
SRR10484415	2007306	11
SRR10484421	2007306	36
SRR10484426	2007306	15
SRR10484431	2007306	3
SRR10484432	2007306	1
SRR10484437	2007306	0
SRR10484443	2007306	48
SRR10484448	2007306	4
SRR10484454	2007306	12
SRR10484459	2007306	19
SRR10484371	549298	48
SRR10484376	549298	1
SRR10484377	549298	19
SRR10484382	549298	8
SRR10484388	549298	3
SRR10484393	549298	1
SRR10484399	549298	5
SRR10484404	549298	0
SRR10484410	549298	2
SRR10484415	549298	2
SRR10484421	549298	8
SRR10484426	549298	0
SRR10484431	549298	15
SRR10484432	549298	43
SRR10484437	549298	0
SRR10484443	549298	9
SRR10484448	549298	9
SRR10484454	549298	2
SRR10484459	549298	5
SRR10484371	263	22
SRR10484376	263	41
SRR10484377	263	22
SRR10484382	263	35
SRR10484388	263	31
SRR10484393	263	11
SRR10484399	263	4
SRR10484404	263	4
SRR10484410	263	2
SRR10484415	263	2
SRR10484421	263	7
SRR10484426	263	13
SRR10484431	263	10
SRR10484432	263	48
SRR10484437	263	0
SRR10484443	263	12
SRR10484448	263	6
SRR10484454	263	5
SRR10484459	263	7
SRR10484371	1547445	21
SRR10484376	1547445	32
SRR10484377	1547445	141
SRR10484382	1547445	5
SRR10484388	1547445	2
SRR10484393	1547445	6
SRR10484399	1547445	1
SRR10484404	1547445	5
SRR10484410	1547445	2
SRR10484415	1547445	14
SRR10484421	1547445	8
SRR10484426	1547445	18
SRR10484431	1547445	7
SRR10484432	1547445	21
SRR10484437	1547445	7
SRR10484443	1547445	4
SRR10484448	1547445	1
SRR10484454	1547445	0
SRR10484459	1547445	16
SRR10484371	28110	17
SRR10484376	28110	34
SRR10484377	28110	121
SRR10484382	28110	21
SRR10484388	28110	2
SRR10484393	28110	6
SRR10484399	28110	0
SRR10484404	28110	2
SRR10484410	28110	0
SRR10484415	28110	8
SRR10484421	28110	4
SRR10484426	28110	2
SRR10484431	28110	4
SRR10484432	28110	3
SRR10484437	28110	0
SRR10484443	28110	9
SRR10484448	28110	4
SRR10484454	28110	3
SRR10484459	28110	25
SRR10484371	475375	15
SRR10484376	475375	0
SRR10484377	475375	3
SRR10484382	475375	1
SRR10484388	475375	0
SRR10484393	475375	6
SRR10484399	475375	2
SRR10484404	475375	0
SRR10484410	475375	0
SRR10484415	475375	5
SRR10484421	475375	4
SRR10484426	475375	0
SRR10484431	475375	0
SRR10484432	475375	0
SRR10484437	475375	0
SRR10484443	475375	6
SRR10484448	475375	0
SRR10484454	475375	1
SRR10484459	475375	12
SRR10484371	954	12
SRR10484376	954	1
SRR10484377	954	12
SRR10484382	954	9
SRR10484388	954	0
SRR10484393	954	2
SRR10484399	954	3
SRR10484404	954	4
SRR10484410	954	0
SRR10484415	954	6
SRR10484421	954	0
SRR10484426	954	2
SRR10484431	954	0
SRR10484432	954	0
SRR10484437	954	0
SRR10484443	954	9
SRR10484448	954	0
SRR10484454	954	0
SRR10484459	954	4
SRR10484371	573569	4
SRR10484376	573569	0
SRR10484377	573569	2
SRR10484382	573569	1
SRR10484388	573569	0
SRR10484393	573569	1
SRR10484399	573569	0
SRR10484404	573569	0
SRR10484410	573569	13
SRR10484415	573569	1
SRR10484421	573569	6
SRR10484426	573569	2
SRR10484431	573569	6
SRR10484432	573569	0
SRR10484437	573569	0
SRR10484443	573569	2
SRR10484448	573569	0
SRR10484454	573569	0
SRR10484459	573569	1
SRR10484371	1542390	3
SRR10484376	1542390	1
SRR10484377	1542390	9
SRR10484382	1542390	8
SRR10484388	1542390	0
SRR10484393	1542390	8
SRR10484399	1542390	0
SRR10484404	1542390	1
SRR10484410	1542390	3
SRR10484415	1542390	2
SRR10484421	1542390	0
SRR10484426	1542390	0
SRR10484431	1542390	2
SRR10484432	1542390	16
SRR10484437	1542390	0
SRR10484443	1542390	38
SRR10484448	1542390	5
SRR10484454	1542390	0
SRR10484459	1542390	3
SRR10484371	594679	30
SRR10484376	594679	43
SRR10484377	594679	8
SRR10484382	594679	15
SRR10484388	594679	4
SRR10484393	594679	0
SRR10484399	594679	2
SRR10484404	594679	0
SRR10484410	594679	1
SRR10484415	594679	15
SRR10484421	594679	0
SRR10484426	594679	0
SRR10484431	594679	0
SRR10484432	594679	3
SRR10484437	594679	0
SRR10484443	594679	10
SRR10484448	594679	3
SRR10484454	594679	3
SRR10484459	594679	4
SRR10484371	40222	12
SRR10484376	40222	0
SRR10484377	40222	2
SRR10484382	40222	0
SRR10484388	40222	0
SRR10484393	40222	6
SRR10484399	40222	0
SRR10484404	40222	1
SRR10484410	40222	0
SRR10484415	40222	0
SRR10484421	40222	0
SRR10484426	40222	5
SRR10484431	40222	2
SRR10484432	40222	1
SRR10484437	40222	0
SRR10484443	40222	1
SRR10484448	40222	0
SRR10484454	40222	0
SRR10484459	40222	0
SRR10484371	754476	48
SRR10484376	754476	1
SRR10484377	754476	29
SRR10484382	754476	94
SRR10484388	754476	19
SRR10484393	754476	9
SRR10484399	754476	3
SRR10484404	754476	93
SRR10484410	754476	5
SRR10484415	754476	11
SRR10484421	754476	4
SRR10484426	754476	1
SRR10484431	754476	10
SRR10484432	754476	1
SRR10484437	754476	0
SRR10484443	754476	39
SRR10484448	754476	6
SRR10484454	754476	1
SRR10484459	754476	4
SRR10484371	754477	32
SRR10484376	754477	3
SRR10484377	754477	8
SRR10484382	754477	6
SRR10484388	754477	0
SRR10484393	754477	1
SRR10484399	754477	1
SRR10484404	754477	0
SRR10484410	754477	1
SRR10484415	754477	4
SRR10484421	754477	21
SRR10484426	754477	2
SRR10484431	754477	2
SRR10484432	754477	10
SRR10484437	754477	5
SRR10484443	754477	12
SRR10484448	754477	1
SRR10484454	754477	2
SRR10484459	754477	5
SRR10484371	34067	39
SRR10484376	34067	4
SRR10484377	34067	10
SRR10484382	34067	25
SRR10484388	34067	1
SRR10484393	34067	13
SRR10484399	34067	0
SRR10484404	34067	4
SRR10484410	34067	8
SRR10484415	34067	5
SRR10484421	34067	27
SRR10484426	34067	0
SRR10484431	34067	10
SRR10484432	34067	0
SRR10484437	34067	0
SRR10484443	34067	19
SRR10484448	34067	7
SRR10484454	34067	1
SRR10484459	34067	35
SRR10484371	385025	1
SRR10484376	385025	0
SRR10484377	385025	9
SRR10484382	385025	6
SRR10484388	385025	0
SRR10484393	385025	0
SRR10484399	385025	0
SRR10484404	385025	0
SRR10484410	385025	0
SRR10484415	385025	2
SRR10484421	385025	4
SRR10484426	385025	0
SRR10484431	385025	0
SRR10484432	385025	0
SRR10484437	385025	0
SRR10484443	385025	5
SRR10484448	385025	5
SRR10484454	385025	1
SRR10484459	385025	7
SRR10484371	1238	27
SRR10484376	1238	2
SRR10484377	1238	10
SRR10484382	1238	18
SRR10484388	1238	0
SRR10484393	1238	10
SRR10484399	1238	3
SRR10484404	1238	13
SRR10484410	1238	19
SRR10484415	1238	13
SRR10484421	1238	4
SRR10484426	1238	0
SRR10484431	1238	6
SRR10484432	1238	0
SRR10484437	1238	1
SRR10484443	1238	12
SRR10484448	1238	10
SRR10484454	1238	0
SRR10484459	1238	37
SRR10484371	92245	14
SRR10484376	92245	33
SRR10484377	92245	6
SRR10484382	92245	9
SRR10484388	92245	32
SRR10484393	92245	0
SRR10484399	92245	0
SRR10484404	92245	40
SRR10484410	92245	7
SRR10484415	92245	5
SRR10484421	92245	8
SRR10484426	92245	36
SRR10484431	92245	3
SRR10484432	92245	2
SRR10484437	92245	1
SRR10484443	92245	28
SRR10484448	92245	10
SRR10484454	92245	11
SRR10484459	92245	8
SRR10484371	39765	11
SRR10484376	39765	5
SRR10484377	39765	28
SRR10484382	39765	11
SRR10484388	39765	0
SRR10484393	39765	8
SRR10484399	39765	4
SRR10484404	39765	0
SRR10484410	39765	10
SRR10484415	39765	32
SRR10484421	39765	1
SRR10484426	39765	0
SRR10484431	39765	23
SRR10484432	39765	74
SRR10484437	39765	0
SRR10484443	39765	116
SRR10484448	39765	0
SRR10484454	39765	0
SRR10484459	39765	4
SRR10484371	40754	26
SRR10484376	40754	1
SRR10484377	40754	28
SRR10484382	40754	44
SRR10484388	40754	1
SRR10484393	40754	4
SRR10484399	40754	1
SRR10484404	40754	4
SRR10484410	40754	0
SRR10484415	40754	0
SRR10484421	40754	0
SRR10484426	40754	0
SRR10484431	40754	13
SRR10484432	40754	5
SRR10484437	40754	2
SRR10484443	40754	5
SRR10484448	40754	5
SRR10484454	40754	6
SRR10484459	40754	5
SRR10484371	288004	20
SRR10484376	288004	3
SRR10484377	288004	21
SRR10484382	288004	12
SRR10484388	288004	7
SRR10484393	288004	9
SRR10484399	288004	1
SRR10484404	288004	3
SRR10484410	288004	3
SRR10484415	288004	11
SRR10484421	288004	8
SRR10484426	288004	1
SRR10484431	288004	19
SRR10484432	288004	19
SRR10484437	288004	4
SRR10484443	288004	9
SRR10484448	288004	2
SRR10484454	288004	2
SRR10484459	288004	18
SRR10484371	2169539	72
SRR10484376	2169539	3
SRR10484377	2169539	61
SRR10484382	2169539	55
SRR10484388	2169539	15
SRR10484393	2169539	18
SRR10484399	2169539	11
SRR10484404	2169539	26
SRR10484410	2169539	9
SRR10484415	2169539	49
SRR10484421	2169539	30
SRR10484426	2169539	3
SRR10484431	2169539	6
SRR10484432	2169539	12
SRR10484437	2169539	1
SRR10484443	2169539	91
SRR10484448	2169539	19
SRR10484454	2169539	3
SRR10484459	2169539	67
SRR10484371	83406	54
SRR10484376	83406	9
SRR10484377	83406	9
SRR10484382	83406	18
SRR10484388	83406	5
SRR10484393	83406	4
SRR10484399	83406	25
SRR10484404	83406	1
SRR10484410	83406	2
SRR10484415	83406	4
SRR10484421	83406	56
SRR10484426	83406	36
SRR10484431	83406	8
SRR10484432	83406	43
SRR10484437	83406	2
SRR10484443	83406	11
SRR10484448	83406	18
SRR10484454	83406	8
SRR10484459	83406	37
SRR10484371	1248727	44
SRR10484376	1248727	56
SRR10484377	1248727	60
SRR10484382	1248727	75
SRR10484388	1248727	17
SRR10484393	1248727	41
SRR10484399	1248727	8
SRR10484404	1248727	73
SRR10484410	1248727	32
SRR10484415	1248727	33
SRR10484421	1248727	24
SRR10484426	1248727	89
SRR10484431	1248727	34
SRR10484432	1248727	65
SRR10484437	1248727	84
SRR10484443	1248727	93
SRR10484448	1248727	34
SRR10484454	1248727	13
SRR10484459	1248727	49
SRR10484371	2070539	14
SRR10484376	2070539	3
SRR10484377	2070539	14
SRR10484382	2070539	7
SRR10484388	2070539	6
SRR10484393	2070539	17
SRR10484399	2070539	3
SRR10484404	2070539	9
SRR10484410	2070539	0
SRR10484415	2070539	6
SRR10484421	2070539	4
SRR10484426	2070539	0
SRR10484431	2070539	16
SRR10484432	2070539	18
SRR10484437	2070539	21
SRR10484443	2070539	23
SRR10484448	2070539	6
SRR10484454	2070539	2
SRR10484459	2070539	9
SRR10484371	186490	84
SRR10484376	186490	23
SRR10484377	186490	8
SRR10484382	186490	18
SRR10484388	186490	6
SRR10484393	186490	6
SRR10484399	186490	8
SRR10484404	186490	9
SRR10484410	186490	19
SRR10484415	186490	30
SRR10484421	186490	16
SRR10484426	186490	13
SRR10484431	186490	10
SRR10484432	186490	4
SRR10484437	186490	0
SRR10484443	186490	27
SRR10484448	186490	12
SRR10484454	186490	6
SRR10484459	186490	18
SRR10484371	1427364	61
SRR10484376	1427364	24
SRR10484377	1427364	11
SRR10484382	1427364	36
SRR10484388	1427364	7
SRR10484393	1427364	12
SRR10484399	1427364	7
SRR10484404	1427364	8
SRR10484410	1427364	1
SRR10484415	1427364	9
SRR10484421	1427364	30
SRR10484426	1427364	13
SRR10484431	1427364	1
SRR10484432	1427364	0
SRR10484437	1427364	3
SRR10484443	1427364	45
SRR10484448	1427364	16
SRR10484454	1427364	3
SRR10484459	1427364	27
SRR10484371	1705394	11
SRR10484376	1705394	2
SRR10484377	1705394	2
SRR10484382	1705394	3
SRR10484388	1705394	0
SRR10484393	1705394	3
SRR10484399	1705394	1
SRR10484404	1705394	1
SRR10484410	1705394	2
SRR10484415	1705394	0
SRR10484421	1705394	1
SRR10484426	1705394	16
SRR10484431	1705394	2
SRR10484432	1705394	0
SRR10484437	1705394	0
SRR10484443	1705394	1
SRR10484448	1705394	4
SRR10484454	1705394	0
SRR10484459	1705394	0
SRR10484371	386487	30
SRR10484376	386487	8
SRR10484377	386487	0
SRR10484382	386487	0
SRR10484388	386487	5
SRR10484393	386487	7
SRR10484399	386487	2
SRR10484404	386487	2
SRR10484410	386487	4
SRR10484415	386487	0
SRR10484421	386487	42
SRR10484426	386487	5
SRR10484431	386487	0
SRR10484432	386487	4
SRR10484437	386487	4
SRR10484443	386487	7
