sample_id	taxon_id	reads
SRR10484421	1561924	17
SRR10484426	1561924	3
SRR10484431	1561924	12
SRR10484432	1561924	14
SRR10484437	1561924	2
SRR10484443	1561924	18
SRR10484448	1561924	13
SRR10484454	1561924	0
SRR10484459	1561924	4
SRR10484371	261964	18
SRR10484376	261964	0
SRR10484377	261964	15
SRR10484382	261964	7
SRR10484388	261964	0
SRR10484393	261964	6
SRR10484399	261964	3
SRR10484404	261964	4
SRR10484410	261964	1
SRR10484415	261964	4
SRR10484421	261964	6
SRR10484426	261964	1
SRR10484431	261964	6
SRR10484432	261964	1
SRR10484437	261964	0
SRR10484443	261964	14
SRR10484448	261964	4
SRR10484454	261964	2
SRR10484459	261964	16
SRR10484371	1144748	14
SRR10484376	1144748	0
SRR10484377	1144748	30
SRR10484382	1144748	16
SRR10484388	1144748	1
SRR10484393	1144748	12
SRR10484399	1144748	1
SRR10484404	1144748	21
SRR10484410	1144748	2
SRR10484415	1144748	9
SRR10484421	1144748	26
SRR10484426	1144748	0
SRR10484431	1144748	1
SRR10484432	1144748	19
SRR10484437	1144748	6
SRR10484443	1144748	17
SRR10484448	1144748	6
SRR10484454	1144748	4
SRR10484459	1144748	16
SRR10484371	914150	5
SRR10484376	914150	1
SRR10484377	914150	22
SRR10484382	914150	15
SRR10484388	914150	16
SRR10484393	914150	2
SRR10484399	914150	0
SRR10484404	914150	7
SRR10484410	914150	5
SRR10484415	914150	2
SRR10484421	914150	4
SRR10484426	914150	0
SRR10484431	914150	2
SRR10484432	914150	0
SRR10484437	914150	0
SRR10484443	914150	20
SRR10484448	914150	1
SRR10484454	914150	1
SRR10484459	914150	23
SRR10484371	1445505	61
SRR10484376	1445505	5
SRR10484377	1445505	22
SRR10484382	1445505	37
SRR10484388	1445505	13
SRR10484393	1445505	13
SRR10484399	1445505	2
SRR10484404	1445505	19
SRR10484410	1445505	5
SRR10484415	1445505	6
SRR10484421	1445505	21
SRR10484426	1445505	4
SRR10484431	1445505	7
SRR10484432	1445505	43
SRR10484437	1445505	2
SRR10484443	1445505	69
SRR10484448	1445505	1
SRR10484454	1445505	5
SRR10484459	1445505	37
SRR10484371	1336806	3
SRR10484376	1336806	19
SRR10484377	1336806	13
SRR10484382	1336806	6
SRR10484388	1336806	0
SRR10484393	1336806	6
SRR10484399	1336806	0
SRR10484404	1336806	5
SRR10484410	1336806	3
SRR10484415	1336806	16
SRR10484421	1336806	4
SRR10484426	1336806	2
SRR10484431	1336806	1
SRR10484432	1336806	2
SRR10484437	1336806	0
SRR10484443	1336806	35
SRR10484448	1336806	5
SRR10484454	1336806	1
SRR10484459	1336806	11
SRR10484371	141451	56
SRR10484376	141451	0
SRR10484377	141451	112
SRR10484382	141451	54
SRR10484388	141451	11
SRR10484393	141451	10
SRR10484399	141451	4
SRR10484404	141451	14
SRR10484410	141451	14
SRR10484415	141451	26
SRR10484421	141451	35
SRR10484426	141451	1
SRR10484431	141451	2
SRR10484432	141451	3
SRR10484437	141451	0
SRR10484443	141451	19
SRR10484448	141451	4
SRR10484454	141451	1
SRR10484459	141451	15
SRR10484371	1027273	45
SRR10484376	1027273	6
SRR10484377	1027273	24
SRR10484382	1027273	21
SRR10484388	1027273	11
SRR10484393	1027273	30
SRR10484399	1027273	4
SRR10484404	1027273	34
SRR10484410	1027273	18
SRR10484415	1027273	16
SRR10484421	1027273	28
SRR10484426	1027273	2
SRR10484431	1027273	14
SRR10484432	1027273	31
SRR10484437	1027273	1
SRR10484443	1027273	43
SRR10484448	1027273	9
SRR10484454	1027273	3
SRR10484459	1027273	8
SRR10484371	158327	20
SRR10484376	158327	54
SRR10484377	158327	22
SRR10484382	158327	74
SRR10484388	158327	19
SRR10484393	158327	8
SRR10484399	158327	1
SRR10484404	158327	29
SRR10484410	158327	2
SRR10484415	158327	37
SRR10484421	158327	22
SRR10484426	158327	21
SRR10484431	158327	7
SRR10484432	158327	0
SRR10484437	158327	148
SRR10484443	158327	24
SRR10484448	158327	2
SRR10484454	158327	10
SRR10484459	158327	6
SRR10484371	84642	24
SRR10484376	84642	3
SRR10484377	84642	9
SRR10484382	84642	33
SRR10484388	84642	6
SRR10484393	84642	31
SRR10484399	84642	2
SRR10484404	84642	3
SRR10484410	84642	6
SRR10484415	84642	16
SRR10484421	84642	6
SRR10484426	84642	2
SRR10484431	84642	2
SRR10484432	84642	2
SRR10484437	84642	0
SRR10484443	84642	30
SRR10484448	84642	8
SRR10484454	84642	7
SRR10484459	84642	7
SRR10484371	642	231
SRR10484376	642	316
SRR10484377	642	406
SRR10484382	642	523
SRR10484388	642	77
SRR10484393	642	211
SRR10484399	642	59
SRR10484404	642	232
SRR10484410	642	162
SRR10484415	642	231
SRR10484421	642	247
SRR10484426	642	390
SRR10484431	642	72
SRR10484432	642	58
SRR10484437	642	60
SRR10484443	642	411
SRR10484448	642	493
SRR10484454	642	49
SRR10484459	642	336
SRR10484371	644	118
SRR10484376	644	70
SRR10484377	644	225
SRR10484382	644	117
SRR10484388	644	17
SRR10484393	644	101
SRR10484399	644	18
SRR10484404	644	88
SRR10484410	644	52
SRR10484415	644	77
SRR10484421	644	83
SRR10484426	644	132
SRR10484431	644	37
SRR10484432	644	44
SRR10484437	644	226
SRR10484443	644	174
SRR10484448	644	215
SRR10484454	644	27
SRR10484459	644	60
SRR10484371	652	101
SRR10484376	652	29
SRR10484377	652	179
SRR10484382	652	56
SRR10484388	652	25
SRR10484393	652	57
SRR10484399	652	11
SRR10484404	652	51
SRR10484410	652	57
SRR10484415	652	76
SRR10484421	652	16
SRR10484426	652	81
SRR10484431	652	16
SRR10484432	652	12
SRR10484437	652	178
SRR10484443	652	70
SRR10484448	652	51
SRR10484454	652	19
SRR10484459	652	46
SRR10484371	654	75
SRR10484376	654	20
SRR10484377	654	92
SRR10484382	654	112
SRR10484388	654	4
SRR10484393	654	53
SRR10484399	654	21
SRR10484404	654	48
SRR10484410	654	39
SRR10484415	654	103
SRR10484421	654	51
SRR10484426	654	9
SRR10484431	654	50
SRR10484432	654	50
SRR10484437	654	12
SRR10484443	654	86
SRR10484448	654	110
SRR10484454	654	17
SRR10484459	654	93
SRR10484371	645	73
SRR10484376	645	71
SRR10484377	645	72
SRR10484382	645	93
SRR10484388	645	24
SRR10484393	645	45
SRR10484399	645	11
SRR10484404	645	25
SRR10484410	645	37
SRR10484415	645	51
SRR10484421	645	67
SRR10484426	645	36
SRR10484431	645	32
SRR10484432	645	37
SRR10484437	645	28
SRR10484443	645	58
SRR10484448	645	399
SRR10484454	645	14
SRR10484459	645	49
SRR10484371	2033033	23
SRR10484376	2033033	3
SRR10484377	2033033	25
SRR10484382	2033033	29
SRR10484388	2033033	1
SRR10484393	2033033	8
SRR10484399	2033033	6
SRR10484404	2033033	24
SRR10484410	2033033	6
SRR10484415	2033033	14
SRR10484421	2033033	12
SRR10484426	2033033	8
SRR10484431	2033033	8
SRR10484432	2033033	14
SRR10484437	2033033	7
SRR10484443	2033033	36
SRR10484448	2033033	25
SRR10484454	2033033	3
SRR10484459	2033033	12
SRR10484371	648	19
SRR10484376	648	3
SRR10484377	648	11
SRR10484382	648	22
SRR10484388	648	17
SRR10484393	648	31
SRR10484399	648	4
SRR10484404	648	34
SRR10484410	648	41
SRR10484415	648	22
SRR10484421	648	23
SRR10484426	648	0
SRR10484431	648	9
SRR10484432	648	1
SRR10484437	648	0
SRR10484443	648	16
SRR10484448	648	29
SRR10484454	648	2
SRR10484459	648	20
SRR10484371	2033032	19
SRR10484376	2033032	36
SRR10484377	2033032	40
SRR10484382	2033032	33
SRR10484388	2033032	4
SRR10484393	2033032	33
SRR10484399	2033032	9
SRR10484404	2033032	5
SRR10484410	2033032	2
SRR10484415	2033032	9
SRR10484421	2033032	12
SRR10484426	2033032	103
SRR10484431	2033032	2
SRR10484432	2033032	0
SRR10484437	2033032	199
SRR10484443	2033032	23
SRR10484448	2033032	27
SRR10484454	2033032	9
SRR10484459	2033032	9
SRR10484371	948519	14
SRR10484376	948519	1
SRR10484377	948519	14
SRR10484382	948519	17
SRR10484388	948519	0
SRR10484393	948519	20
SRR10484399	948519	0
SRR10484404	948519	10
SRR10484410	948519	13
SRR10484415	948519	20
SRR10484421	948519	2
SRR10484426	948519	7
SRR10484431	948519	6
SRR10484432	948519	8
SRR10484437	948519	3
SRR10484443	948519	28
SRR10484448	948519	4
SRR10484454	948519	5
SRR10484459	948519	2
SRR10484371	1636609	11
SRR10484376	1636609	3
SRR10484377	1636609	8
SRR10484382	1636609	3
SRR10484388	1636609	0
SRR10484393	1636609	3
SRR10484399	1636609	0
SRR10484404	1636609	6
SRR10484410	1636609	8
SRR10484415	1636609	6
SRR10484421	1636609	1
SRR10484426	1636609	0
SRR10484431	1636609	5
SRR10484432	1636609	11
SRR10484437	1636609	0
SRR10484443	1636609	9
SRR10484448	1636609	9
SRR10484454	1636609	2
SRR10484459	1636609	15
SRR10484371	1636607	10
SRR10484376	1636607	46
SRR10484377	1636607	0
SRR10484382	1636607	5
SRR10484388	1636607	1
SRR10484393	1636607	1
SRR10484399	1636607	7
SRR10484404	1636607	6
SRR10484410	1636607	3
SRR10484415	1636607	1
SRR10484421	1636607	1
SRR10484426	1636607	1
SRR10484431	1636607	2
SRR10484432	1636607	0
SRR10484437	1636607	0
SRR10484443	1636607	4
SRR10484448	1636607	1
SRR10484454	1636607	1
SRR10484459	1636607	1
SRR10484371	196024	9
SRR10484376	196024	22
SRR10484377	196024	21
SRR10484382	196024	37
SRR10484388	196024	0
SRR10484393	196024	12
SRR10484399	196024	8
SRR10484404	196024	6
SRR10484410	196024	22
SRR10484415	196024	9
SRR10484421	196024	1
SRR10484426	196024	14
SRR10484431	196024	14
SRR10484432	196024	0
SRR10484437	196024	6
SRR10484443	196024	2
SRR10484448	196024	6
SRR10484454	196024	2
SRR10484459	196024	15
SRR10484371	651	7
SRR10484376	651	29
SRR10484377	651	20
SRR10484382	651	14
SRR10484388	651	11
SRR10484393	651	12
SRR10484399	651	2
SRR10484404	651	3
SRR10484410	651	9
SRR10484415	651	11
SRR10484421	651	11
SRR10484426	651	62
SRR10484431	651	15
SRR10484432	651	0
SRR10484437	651	87
SRR10484443	651	5
SRR10484448	651	5
SRR10484454	651	11
SRR10484459	651	7
SRR10484371	558964	7
SRR10484376	558964	15
SRR10484377	558964	7
SRR10484382	558964	7
SRR10484388	558964	2
SRR10484393	558964	2
SRR10484399	558964	0
SRR10484404	558964	4
SRR10484410	558964	0
SRR10484415	558964	5
SRR10484421	558964	2
SRR10484426	558964	8
SRR10484431	558964	2
SRR10484432	558964	0
SRR10484437	558964	0
SRR10484443	558964	3
SRR10484448	558964	3
SRR10484454	558964	0
SRR10484459	558964	10
SRR10484371	1758179	6
SRR10484376	1758179	2
SRR10484377	1758179	10
SRR10484382	1758179	2
SRR10484388	1758179	0
SRR10484393	1758179	12
SRR10484399	1758179	0
SRR10484404	1758179	2
SRR10484410	1758179	0
SRR10484415	1758179	3
SRR10484421	1758179	2
SRR10484426	1758179	0
SRR10484431	1758179	0
SRR10484432	1758179	0
SRR10484437	1758179	0
SRR10484443	1758179	1
SRR10484448	1758179	2
SRR10484454	1758179	1
SRR10484459	1758179	2
SRR10484371	1636606	4
SRR10484376	1636606	1
SRR10484377	1636606	7
SRR10484382	1636606	10
SRR10484388	1636606	0
SRR10484393	1636606	6
SRR10484399	1636606	1
SRR10484404	1636606	0
SRR10484410	1636606	0
SRR10484415	1636606	3
SRR10484421	1636606	2
SRR10484426	1636606	7
SRR10484431	1636606	0
SRR10484432	1636606	3
SRR10484437	1636606	1
SRR10484443	1636606	3
SRR10484448	1636606	29
SRR10484454	1636606	0
SRR10484459	1636606	2
SRR10484371	1636608	3
SRR10484376	1636608	10
SRR10484377	1636608	1
SRR10484382	1636608	12
SRR10484388	1636608	0
SRR10484393	1636608	0
SRR10484399	1636608	1
SRR10484404	1636608	0
SRR10484410	1636608	0
SRR10484415	1636608	1
SRR10484421	1636608	3
SRR10484426	1636608	1
SRR10484431	1636608	0
SRR10484432	1636608	1
SRR10484437	1636608	0
SRR10484443	1636608	0
SRR10484448	1636608	0
SRR10484454	1636608	0
SRR10484459	1636608	0
SRR10484371	347534	85
SRR10484376	347534	111
SRR10484377	347534	88
SRR10484382	347534	108
SRR10484388	347534	21
SRR10484393	347534	75
SRR10484399	347534	10
SRR10484404	347534	84
SRR10484410	347534	59
SRR10484415	347534	58
SRR10484421	347534	77
SRR10484426	347534	146
SRR10484431	347534	15
SRR10484432	347534	47
SRR10484437	347534	155
SRR10484443	347534	128
SRR10484448	347534	131
SRR10484454	347534	20
SRR10484459	347534	50
SRR10484371	43948	79
SRR10484376	43948	32
SRR10484377	43948	23
SRR10484382	43948	68
SRR10484388	43948	31
SRR10484393	43948	42
SRR10484399	43948	13
SRR10484404	43948	37
SRR10484410	43948	23
SRR10484415	43948	15
SRR10484421	43948	27
SRR10484426	43948	40
SRR10484431	43948	8
SRR10484432	43948	6
SRR10484437	43948	5
SRR10484443	43948	45
SRR10484448	43948	57
SRR10484454	43948	4
SRR10484459	43948	88
SRR10484371	511062	46
SRR10484376	511062	26
SRR10484377	511062	57
SRR10484382	511062	52
SRR10484388	511062	10
SRR10484393	511062	18
SRR10484399	511062	0
SRR10484404	511062	73
SRR10484410	511062	39
SRR10484415	511062	38
SRR10484421	511062	68
SRR10484426	511062	17
SRR10484431	511062	3
SRR10484432	511062	1
SRR10484437	511062	6
SRR10484443	511062	60
SRR10484448	511062	42
SRR10484454	511062	5
SRR10484459	511062	72
SRR10484371	225143	1
SRR10484376	225143	0
SRR10484377	225143	1
SRR10484382	225143	0
SRR10484388	225143	0
SRR10484393	225143	0
SRR10484399	225143	0
SRR10484404	225143	30
SRR10484410	225143	2
SRR10484415	225143	4
SRR10484421	225143	6
SRR10484426	225143	11
SRR10484431	225143	38
SRR10484432	225143	72
SRR10484437	225143	0
SRR10484443	225143	12
SRR10484448	225143	1
SRR10484454	225143	2
SRR10484459	225143	0
SRR10484371	1416627	24
SRR10484376	1416627	44
SRR10484377	1416627	84
SRR10484382	1416627	17
SRR10484388	1416627	4
SRR10484393	1416627	18
SRR10484399	1416627	2
SRR10484404	1416627	9
SRR10484410	1416627	5
SRR10484415	1416627	10
SRR10484421	1416627	1
SRR10484426	1416627	37
SRR10484431	1416627	1
SRR10484432	1416627	23
SRR10484437	1416627	1
SRR10484443	1416627	7
SRR10484448	1416627	25
SRR10484454	1416627	7
SRR10484459	1416627	4
SRR10484371	1046	21
SRR10484376	1046	2
SRR10484377	1046	13
SRR10484382	1046	17
SRR10484388	1046	1
SRR10484393	1046	12
SRR10484399	1046	1
SRR10484404	1046	6
SRR10484410	1046	21
SRR10484415	1046	9
SRR10484421	1046	9
SRR10484426	1046	0
SRR10484431	1046	7
SRR10484432	1046	14
SRR10484437	1046	1
SRR10484443	1046	5
SRR10484448	1046	19
SRR10484454	1046	7
SRR10484459	1046	15
SRR10484371	1166950	82
SRR10484376	1166950	80
SRR10484377	1166950	111
SRR10484382	1166950	89
SRR10484388	1166950	28
SRR10484393	1166950	57
SRR10484399	1166950	21
SRR10484404	1166950	100
SRR10484410	1166950	53
SRR10484415	1166950	76
SRR10484421	1166950	45
SRR10484426	1166950	113
SRR10484431	1166950	11
SRR10484432	1166950	14
SRR10484437	1166950	272
SRR10484443	1166950	112
SRR10484448	1166950	130
SRR10484454	1166950	19
SRR10484459	1166950	106
SRR10484371	1978339	70
SRR10484376	1978339	12
SRR10484377	1978339	39
SRR10484382	1978339	74
SRR10484388	1978339	8
SRR10484393	1978339	49
SRR10484399	1978339	13
SRR10484404	1978339	42
SRR10484410	1978339	24
SRR10484415	1978339	85
SRR10484421	1978339	55
SRR10484426	1978339	16
SRR10484431	1978339	38
SRR10484432	1978339	26
SRR10484437	1978339	10
SRR10484443	1978339	93
SRR10484448	1978339	197
SRR10484454	1978339	6
SRR10484459	1978339	50
SRR10484371	37487	64
SRR10484376	37487	57
SRR10484377	37487	67
SRR10484382	37487	64
SRR10484388	37487	10
SRR10484393	37487	45
SRR10484399	37487	6
SRR10484404	37487	58
SRR10484410	37487	31
SRR10484415	37487	43
SRR10484421	37487	51
SRR10484426	37487	51
SRR10484431	37487	12
SRR10484432	37487	14
SRR10484437	37487	4
SRR10484443	37487	62
SRR10484448	37487	104
SRR10484454	37487	6
SRR10484459	37487	31
SRR10484371	1049	49
SRR10484376	1049	126
SRR10484377	1049	212
SRR10484382	1049	96
SRR10484388	1049	6
SRR10484393	1049	41
SRR10484399	1049	5
SRR10484404	1049	70
SRR10484410	1049	7
SRR10484415	1049	37
SRR10484421	1049	67
SRR10484426	1049	115
SRR10484431	1049	29
SRR10484432	1049	44
SRR10484437	1049	18
SRR10484443	1049	29
SRR10484448	1049	45
SRR10484454	1049	21
SRR10484459	1049	68
SRR10484371	1227	5
SRR10484376	1227	1
SRR10484377	1227	0
SRR10484382	1227	3
SRR10484388	1227	0
SRR10484393	1227	4
SRR10484399	1227	0
SRR10484404	1227	8
SRR10484410	1227	1
SRR10484415	1227	0
SRR10484421	1227	0
SRR10484426	1227	0
SRR10484431	1227	0
SRR10484432	1227	0
SRR10484437	1227	0
SRR10484443	1227	2
SRR10484448	1227	0
SRR10484454	1227	0
SRR10484459	1227	0
SRR10484371	133539	20
SRR10484376	133539	22
SRR10484377	133539	4
SRR10484382	133539	3
SRR10484388	133539	22
SRR10484393	133539	1
SRR10484399	133539	1
SRR10484404	133539	4
SRR10484410	133539	6
SRR10484415	133539	1
SRR10484421	133539	5
SRR10484426	133539	10
SRR10484431	133539	1
SRR10484432	133539	0
SRR10484437	133539	0
SRR10484443	133539	4
SRR10484448	133539	5
SRR10484454	133539	3
SRR10484459	133539	2
SRR10484371	1229	3
SRR10484376	1229	2
SRR10484377	1229	53
SRR10484382	1229	22
SRR10484388	1229	2
SRR10484393	1229	21
SRR10484399	1229	0
SRR10484404	1229	0
SRR10484410	1229	4
SRR10484415	1229	4
SRR10484421	1229	5
SRR10484426	1229	0
SRR10484431	1229	15
SRR10484432	1229	84
SRR10484437	1229	0
SRR10484443	1229	0
SRR10484448	1229	2
SRR10484454	1229	0
SRR10484459	1229	7
SRR10484371	473531	3
SRR10484376	473531	1
SRR10484377	473531	1
SRR10484382	473531	6
SRR10484388	473531	4
SRR10484393	473531	5
SRR10484399	473531	1
SRR10484404	473531	14
SRR10484410	473531	1
SRR10484415	473531	0
SRR10484421	473531	1
SRR10484426	473531	2
SRR10484431	473531	1
SRR10484432	473531	0
SRR10484437	473531	1
SRR10484443	473531	2
SRR10484448	473531	2
SRR10484454	473531	1
SRR10484459	473531	0
SRR10484371	73141	27
SRR10484376	73141	90
SRR10484377	73141	87
SRR10484382	73141	104
SRR10484388	73141	2
SRR10484393	73141	14
SRR10484399	73141	6
SRR10484404	73141	13
SRR10484410	73141	38
SRR10484415	73141	70
SRR10484421	73141	35
SRR10484426	73141	49
SRR10484431	73141	49
SRR10484432	73141	14
SRR10484437	73141	12
SRR10484443	73141	35
SRR10484448	73141	224
SRR10484454	73141	16
SRR10484459	73141	9
SRR10484371	80679	26
SRR10484376	80679	132
SRR10484377	80679	285
SRR10484382	80679	66
SRR10484388	80679	6
SRR10484393	80679	30
SRR10484399	80679	6
SRR10484404	80679	34
SRR10484410	80679	63
SRR10484415	80679	149
SRR10484421	80679	63
SRR10484426	80679	73
SRR10484431	80679	4
SRR10484432	80679	6
SRR10484437	80679	10
SRR10484443	80679	75
SRR10484448	80679	219
SRR10484454	80679	10
SRR10484459	80679	64
SRR10484371	1630141	10
SRR10484376	1630141	17
SRR10484377	1630141	11
SRR10484382	1630141	0
SRR10484388	1630141	0
SRR10484393	1630141	0
SRR10484399	1630141	0
SRR10484404	1630141	2
SRR10484410	1630141	12
SRR10484415	1630141	1
SRR10484421	1630141	0
SRR10484426	1630141	18
SRR10484431	1630141	1
SRR10484432	1630141	0
SRR10484437	1630141	0
SRR10484443	1630141	1
SRR10484448	1630141	5
SRR10484454	1630141	5
SRR10484459	1630141	4
SRR10484371	72276	18
SRR10484376	72276	1
SRR10484377	72276	7
SRR10484382	72276	6
SRR10484388	72276	3
SRR10484393	72276	6
SRR10484399	72276	0
SRR10484404	72276	6
SRR10484410	72276	2
SRR10484415	72276	5
SRR10484421	72276	11
SRR10484426	72276	0
SRR10484431	72276	10
SRR10484432	72276	7
SRR10484437	72276	0
SRR10484443	72276	7
SRR10484448	72276	1
SRR10484454	72276	3
SRR10484459	72276	2
SRR10484371	106633	1
SRR10484376	106633	11
SRR10484377	106633	14
SRR10484382	106633	8
SRR10484388	106633	2
SRR10484393	106633	1
SRR10484399	106633	0
SRR10484404	106633	1
SRR10484410	106633	0
SRR10484415	106633	2
SRR10484421	106633	8
SRR10484426	106633	8
SRR10484431	106633	0
SRR10484432	106633	0
SRR10484437	106633	0
SRR10484443	106633	1
SRR10484448	106633	6
SRR10484454	106633	0
SRR10484459	106633	1
SRR10484371	1033854	47
SRR10484376	1033854	84
SRR10484377	1033854	88
SRR10484382	1033854	94
SRR10484388	1033854	19
SRR10484393	1033854	38
SRR10484399	1033854	13
SRR10484404	1033854	75
SRR10484410	1033854	45
SRR10484415	1033854	90
SRR10484421	1033854	46
SRR10484426	1033854	64
SRR10484431	1033854	25
SRR10484432	1033854	9
SRR10484437	1033854	8
SRR10484443	1033854	118
SRR10484448	1033854	139
SRR10484454	1033854	3
SRR10484459	1033854	78
SRR10484371	186931	24
SRR10484376	186931	42
SRR10484377	186931	29
SRR10484382	186931	30
SRR10484388	186931	7
SRR10484393	186931	15
SRR10484399	186931	0
SRR10484404	186931	17
SRR10484410	186931	22
SRR10484415	186931	15
SRR10484421	186931	24
SRR10484426	186931	58
SRR10484431	186931	3
SRR10484432	186931	2
SRR10484437	186931	56
SRR10484443	186931	20
SRR10484448	186931	27
SRR10484454	186931	4
SRR10484459	186931	44
SRR10484371	106634	21
SRR10484376	106634	20
SRR10484377	106634	13
SRR10484382	106634	58
SRR10484388	106634	3
SRR10484393	106634	8
SRR10484399	106634	15
SRR10484404	106634	16
SRR10484410	106634	8
SRR10484415	106634	27
SRR10484421	106634	13
SRR10484426	106634	29
SRR10484431	106634	3
SRR10484432	106634	3
SRR10484437	106634	2
SRR10484443	106634	33
SRR10484448	106634	27
SRR10484454	106634	4
SRR10484459	106634	31
SRR10484371	108010	14
SRR10484376	108010	0
SRR10484377	108010	37
SRR10484382	108010	31
SRR10484388	108010	0
SRR10484393	108010	6
SRR10484399	108010	1
SRR10484404	108010	24
SRR10484410	108010	13
SRR10484415	108010	33
SRR10484421	108010	11
SRR10484426	108010	4
SRR10484431	108010	17
SRR10484432	108010	3
SRR10484437	108010	0
SRR10484443	108010	16
SRR10484448	108010	69
SRR10484454	108010	5
SRR10484459	108010	11
SRR10484371	396595	12
SRR10484376	396595	1
SRR10484377	396595	26
SRR10484382	396595	48
SRR10484388	396595	17
SRR10484393	396595	17
SRR10484399	396595	3
SRR10484404	396595	17
SRR10484410	396595	10
SRR10484415	396595	13
SRR10484421	396595	17
SRR10484426	396595	2
SRR10484431	396595	1
SRR10484432	396595	0
SRR10484437	396595	0
SRR10484443	396595	14
SRR10484448	396595	26
SRR10484454	396595	2
SRR10484459	396595	34
SRR10484371	160660	38
SRR10484376	160660	84
SRR10484377	160660	156
SRR10484382	160660	63
SRR10484388	160660	3
SRR10484393	160660	51
SRR10484399	160660	2
SRR10484404	160660	37
SRR10484410	160660	12
SRR10484415	160660	27
SRR10484421	160660	18
SRR10484426	160660	106
SRR10484431	160660	47
SRR10484432	160660	66
SRR10484437	160660	226
SRR10484443	160660	19
SRR10484448	160660	79
SRR10484454	160660	11
SRR10484459	160660	56
SRR10484371	1765967	22
SRR10484376	1765967	4
SRR10484377	1765967	14
SRR10484382	1765967	51
SRR10484388	1765967	2
SRR10484393	1765967	13
SRR10484399	1765967	11
SRR10484404	1765967	11
SRR10484410	1765967	7
SRR10484415	1765967	57
SRR10484421	1765967	28
SRR10484426	1765967	3
SRR10484431	1765967	5
SRR10484432	1765967	1
SRR10484437	1765967	2
SRR10484443	1765967	15
SRR10484448	1765967	68
SRR10484454	1765967	5
SRR10484459	1765967	65
SRR10484371	351052	59
SRR10484376	351052	37
SRR10484377	351052	71
SRR10484382	351052	82
SRR10484388	351052	21
SRR10484393	351052	27
SRR10484399	351052	2
SRR10484404	351052	40
SRR10484410	351052	13
SRR10484415	351052	28
SRR10484421	351052	21
SRR10484426	351052	78
SRR10484431	351052	17
SRR10484432	351052	41
SRR10484437	351052	7
SRR10484443	351052	30
SRR10484448	351052	81
SRR10484454	351052	9
SRR10484459	351052	42
SRR10484371	1442136	48
SRR10484376	1442136	41
SRR10484377	1442136	48
SRR10484382	1442136	183
SRR10484388	1442136	9
SRR10484393	1442136	33
SRR10484399	1442136	6
SRR10484404	1442136	38
SRR10484410	1442136	11
SRR10484415	1442136	40
SRR10484421	1442136	44
SRR10484426	1442136	63
SRR10484431	1442136	15
SRR10484432	1442136	15
SRR10484437	1442136	173
SRR10484443	1442136	44
SRR10484448	1442136	38
SRR10484454	1442136	9
SRR10484459	1442136	27
SRR10484371	1335746	20
SRR10484376	1335746	0
SRR10484377	1335746	146
SRR10484382	1335746	33
SRR10484388	1335746	0
SRR10484393	1335746	21
SRR10484399	1335746	1
SRR10484404	1335746	4
SRR10484410	1335746	1
SRR10484415	1335746	8
SRR10484421	1335746	4
SRR10484426	1335746	2
SRR10484431	1335746	0
SRR10484432	1335746	0
SRR10484437	1335746	1
SRR10484443	1335746	1
SRR10484448	1335746	20
SRR10484454	1335746	3
SRR10484459	1335746	3
SRR10484371	1335757	12
SRR10484376	1335757	0
SRR10484377	1335757	15
SRR10484382	1335757	34
SRR10484388	1335757	1
SRR10484393	1335757	19
SRR10484399	1335757	0
SRR10484404	1335757	14
SRR10484410	1335757	10
SRR10484415	1335757	9
SRR10484421	1335757	13
SRR10484426	1335757	0
SRR10484431	1335757	0
SRR10484432	1335757	0
SRR10484437	1335757	0
SRR10484443	1335757	31
SRR10484448	1335757	17
SRR10484454	1335757	0
SRR10484459	1335757	16
SRR10484371	1053	15
SRR10484376	1053	73
SRR10484377	1053	54
SRR10484382	1053	62
SRR10484388	1053	1
SRR10484393	1053	22
SRR10484399	1053	2
SRR10484404	1053	19
SRR10484410	1053	23
SRR10484415	1053	35
SRR10484421	1053	17
SRR10484426	1053	82
SRR10484431	1053	10
SRR10484432	1053	9
SRR10484437	1053	27
SRR10484443	1053	35
SRR10484448	1053	45
SRR10484454	1053	13
SRR10484459	1053	7
SRR10484371	1052	2
SRR10484376	1052	8
SRR10484377	1052	7
SRR10484382	1052	132
SRR10484388	1052	3
SRR10484393	1052	2
SRR10484399	1052	0
SRR10484404	1052	1
SRR10484410	1052	8
SRR10484415	1052	6
SRR10484421	1052	4
SRR10484426	1052	1
SRR10484431	1052	0
SRR10484432	1052	0
SRR10484437	1052	4
SRR10484443	1052	8
SRR10484448	1052	5
SRR10484454	1052	1
SRR10484459	1052	6
SRR10484371	109262	2
SRR10484376	109262	0
SRR10484377	109262	0
SRR10484382	109262	0
SRR10484388	109262	0
SRR10484393	109262	0
SRR10484399	109262	0
SRR10484404	109262	0
SRR10484410	109262	0
SRR10484415	109262	2
SRR10484421	109262	0
SRR10484426	109262	0
SRR10484431	109262	0
SRR10484432	109262	0
SRR10484437	109262	0
SRR10484443	109262	0
SRR10484448	109262	0
SRR10484454	109262	0
SRR10484459	109262	0
SRR10484371	1860122	37
SRR10484376	1860122	70
SRR10484377	1860122	37
SRR10484382	1860122	57
SRR10484388	1860122	8
SRR10484393	1860122	11
SRR10484399	1860122	2
SRR10484404	1860122	8
SRR10484410	1860122	19
SRR10484415	1860122	18
SRR10484421	1860122	44
SRR10484426	1860122	93
SRR10484431	1860122	29
